participantsID,a,Ter,eta,z,sz,st,v,AICc(1),BIC(1),Chi(1),df
2adc46a1bfc70679,1.622856e-01,8.344718e-01,2.000000e-01,1.316830e-02,7.302851e-02,7.510246e-01,-1.675649e-02,5.689286e+02,5.863161e+02,3.704221e+02,6
322d6276c00056e7,1.082439e-01,6.528423e-01,2.000000e-01,5.858375e-03,4.870977e-02,5.875581e-01,1.014941e-01,1.214062e+03,1.231450e+03,4.709350e+03,6
371fb6652968f25f,2.148851e-01,5.777236e-01,2.000000e-01,2.308780e-02,9.669829e-02,5.199512e-01,1.394109e-01,7.182973e+02,7.356399e+02,1.073135e+03,6
3ddf191ed8c33c57,1.401224e-01,6.245242e-01,2.000000e-01,9.817149e-03,6.305510e-02,5.620718e-01,4.375491e-02,1.030554e+03,1.047941e+03,1.683231e+03,6
414f1040212a659b,1.209956e-01,6.744682e-01,2.000000e-01,7.319964e-03,5.444801e-02,6.070213e-01,4.102934e-02,9.835385e+02,1.000926e+03,1.645283e+03,6
46099f8b742520b0,9.769981e-02,6.379814e-01,2.000000e-01,4.772626e-03,4.396491e-02,5.741833e-01,5.973246e-02,1.061160e+03,1.078548e+03,2.624218e+03,6
46fd6e0b3b5c1df3,1.254244e-01,5.087377e-01,2.000000e-01,7.865634e-03,5.644096e-02,4.578639e-01,1.125641e-01,1.424812e+03,1.442200e+03,1.133548e+04,6
4866612e834a9f5a,1.650595e-01,4.544216e-01,2.000000e-01,1.362232e-02,7.427677e-02,4.089794e-01,-7.856429e-03,9.035245e+02,9.204950e+02,7.733003e+02,6
49c4e664cf02d362,1.182596e-01,7.361001e-01,2.000000e-01,6.992670e-03,5.321683e-02,6.624901e-01,-2.285537e-03,7.832811e+02,8.006686e+02,1.552139e+03,6
4a43f99c56b2a634,9.619723e-02,7.947975e-01,2.000000e-01,4.626954e-03,4.328875e-02,7.153178e-01,2.541168e-02,8.210893e+02,8.384768e+02,1.638519e+03,6
4a6bf10e80304920,1.486862e-01,4.198500e-01,2.000000e-01,1.105380e-02,6.690880e-02,3.778650e-01,2.122032e-02,1.119507e+03,1.136849e+03,2.200403e+03,6
4dee88b397c3bbf4,1.274725e-01,9.139039e-01,2.000000e-01,8.124623e-03,5.736264e-02,8.225135e-01,5.757861e-02,7.600478e+02,7.774353e+02,1.582360e+03,6
4e3de1ed1c0d6103,1.547351e-01,5.522396e-01,2.000000e-01,1.197147e-02,6.963079e-02,4.970157e-01,-8.795526e-02,6.771326e+02,6.944752e+02,8.916249e+02,6
52abc657a668b04e,1.224676e-01,7.231450e-01,2.000000e-01,7.499159e-03,5.511043e-02,6.508305e-01,5.249431e-02,9.197912e+02,9.371788e+02,1.688454e+03,6
5497867d4afb5993,1.158269e-01,5.127972e-01,2.000000e-01,6.707936e-03,5.212211e-02,4.615175e-01,-1.218912e-01,6.884995e+02,7.058870e+02,2.463973e+02,6
5696a26f6b865ccb,1.518210e-01,4.903176e-01,2.000000e-01,1.152481e-02,6.831945e-02,4.412859e-01,1.049465e-01,1.177862e+03,1.195249e+03,9.039164e+03,6
582ab220066afebc,1.512234e-01,1.272732e+00,2.000000e-01,1.143426e-02,6.805053e-02,1.145459e+00,3.093491e-02,5.671099e+02,5.844974e+02,8.325247e+02,6
5b92bfe31aef1ef9,1.121336e-01,7.625384e-01,2.000000e-01,6.286971e-03,5.046011e-02,6.862846e-01,-3.415500e-02,6.692203e+02,6.866078e+02,6.399035e+02,6
61dce9b56e969395,1.429198e-01,6.843747e-01,2.000000e-01,1.021304e-02,6.431393e-02,6.159373e-01,2.679770e-02,9.246963e+02,9.420839e+02,1.227497e+03,6
6246f3d78ae6b481,1.390280e-01,7.722536e-01,2.000000e-01,9.664392e-03,6.256260e-02,6.950283e-01,4.197608e-02,7.766795e+02,7.940670e+02,1.202753e+03,6
6ac61d4f76c3add5,1.449076e-01,4.551201e-01,2.000000e-01,1.049911e-02,6.520843e-02,4.096081e-01,-1.686960e-02,9.947766e+02,1.012164e+03,9.346875e+02,6
6b1327cc38c17c20,1.164185e-01,1.011260e+00,2.000000e-01,6.776631e-03,5.238832e-02,9.101336e-01,-7.388872e-02,4.852880e+02,5.026756e+02,3.348999e+02,6
6d04498f5bb2aefc,1.061982e-01,9.546141e-01,2.000000e-01,5.639024e-03,4.778917e-02,8.591527e-01,2.043957e-02,6.996354e+02,7.170229e+02,1.351382e+03,6
6dcbb2d2c8c4d46a,1.308155e-01,7.303253e-01,2.000000e-01,8.556345e-03,5.886697e-02,6.572928e-01,2.927729e-02,8.127939e+02,8.301814e+02,1.103193e+03,6
6df05dd94d8d774d,1.566950e-01,8.557546e-01,2.000000e-01,1.227667e-02,7.051277e-02,7.701792e-01,-1.016821e-01,4.343967e+02,4.517842e+02,7.891146e+01,6
6e0c43d93a4a361e,1.260266e-01,6.364974e-01,2.000000e-01,7.941346e-03,5.671195e-02,5.728477e-01,5.823925e-02,1.032689e+03,1.050076e+03,1.979908e+03,6
6ece121c0867568c,1.275227e-01,6.578499e-01,2.000000e-01,8.131018e-03,5.738521e-02,5.920649e-01,6.745476e-02,1.119547e+03,1.136935e+03,2.432381e+03,6
739442e141b9639a,1.531093e-01,4.447663e-01,2.000000e-01,1.172124e-02,6.889920e-02,4.002897e-01,-4.004357e-02,1.035359e+03,1.052747e+03,1.168733e+03,6
74dc2bc1712979fe,1.494766e-01,6.839312e-01,2.000000e-01,1.117163e-02,6.726447e-02,6.155381e-01,-3.129642e-02,7.123469e+02,7.297345e+02,5.972515e+02,6
75da8965ce4f9b28,1.220171e-01,9.649145e-01,2.000000e-01,7.444091e-03,5.490771e-02,8.684231e-01,-3.509289e-02,5.532619e+02,5.706045e+02,5.116012e+02,6
77d9b25715656b19,1.231991e-01,6.538410e-01,2.000000e-01,7.589004e-03,5.543957e-02,5.884569e-01,2.110061e-02,9.548991e+02,9.722417e+02,1.385252e+03,6
7e158eee0bbe3c33,1.433882e-01,9.809220e-01,2.000000e-01,1.028009e-02,6.452469e-02,8.828298e-01,5.553674e-02,6.903271e+02,7.077147e+02,1.272081e+03,6
819c4ba6a036130b,1.072780e-01,5.811904e-01,2.000000e-01,5.754289e-03,4.827512e-02,5.230714e-01,2.023383e-02,1.055477e+03,1.072865e+03,1.839763e+03,6
820fed1432e2cffc,1.689451e-01,9.595697e-01,2.000000e-01,1.427123e-02,7.602531e-02,8.636127e-01,6.291357e-02,6.616422e+02,6.790298e+02,9.997981e+02,6
8364d0796dcecadf,1.783431e-01,1.051529e+00,2.000000e-01,1.590313e-02,8.025440e-02,9.463762e-01,1.073982e-01,6.998078e+02,7.171954e+02,1.326884e+03,6
84397dc336c286b4,1.501465e-01,7.149398e-01,2.000000e-01,1.127198e-02,6.756591e-02,6.434458e-01,4.888355e-02,8.659495e+02,8.833370e+02,1.210080e+03,6
865f30c3abd2af67,1.147767e-01,6.512106e-01,2.000000e-01,6.586846e-03,5.164952e-02,5.860896e-01,5.601183e-02,1.031244e+03,1.048632e+03,2.042928e+03,6
88316d88dd9fdbf7,1.602304e-01,9.263721e-01,2.000000e-01,1.283689e-02,7.210368e-02,8.337349e-01,4.005819e-02,6.191825e+02,6.364342e+02,8.506816e+02,6
88586c741f59e4d3,1.505308e-01,8.345146e-01,2.000000e-01,1.132977e-02,6.773888e-02,7.510631e-01,5.370713e-02,7.591477e+02,7.764450e+02,1.216828e+03,6
8b79e9cd1e3a58e9,1.443850e-01,1.159217e+00,2.000000e-01,1.042351e-02,6.497325e-02,1.043295e+00,4.452577e-02,6.425045e+02,6.598920e+02,1.132280e+03,6
8e3374a0d50454e0,1.419559e-01,5.043277e-01,2.000000e-01,1.007574e-02,6.388017e-02,4.538949e-01,6.521527e-02,1.046381e+03,1.063768e+03,1.658004e+03,6
8e531917bed03e00,1.468497e-01,8.610050e-01,2.000000e-01,1.078241e-02,6.608235e-02,7.749045e-01,5.422767e-02,7.158823e+02,7.332698e+02,1.231937e+03,6
946fca84b1d53bed,1.266122e-01,8.785563e-01,2.000000e-01,8.015321e-03,5.697548e-02,7.907007e-01,2.365622e-02,7.010175e+02,7.184051e+02,1.066907e+03,6
96b09fe2762bafab,1.505622e-01,7.740006e-01,2.000000e-01,1.133449e-02,6.775299e-02,6.966006e-01,-4.269899e-02,6.029934e+02,6.203809e+02,3.196812e+02,6
99bca86575635ced,1.133869e-01,7.319407e-01,2.000000e-01,6.428295e-03,5.102411e-02,6.587466e-01,-3.377747e-02,7.388546e+02,7.562421e+02,6.575926e+02,6
9d781c40d36055b2,1.092789e-01,6.701331e-01,2.000000e-01,5.970937e-03,4.917550e-02,6.031198e-01,4.806659e-02,1.012783e+03,1.030170e+03,1.947905e+03,6
9e5ca4f7d45dda1b,1.463507e-01,9.631864e-01,2.000000e-01,1.070927e-02,6.585783e-02,8.668678e-01,-5.811651e-02,4.604999e+02,4.778425e+02,2.190250e+02,6
9ead7cfe118211af,1.181036e-01,6.687131e-01,2.000000e-01,6.974235e-03,5.314664e-02,6.018418e-01,7.011355e-02,1.102562e+03,1.119949e+03,2.467031e+03,6
a0891b37b5b5d79d,1.063904e-01,7.519743e-01,2.000000e-01,5.659461e-03,4.787569e-02,6.767769e-01,2.040264e-02,8.357874e+02,8.531749e+02,1.336480e+03,6
a0b880b91c2982dc,1.513467e-01,9.751226e-01,2.000000e-01,1.145290e-02,6.810599e-02,8.776103e-01,2.345835e-02,6.165004e+02,6.338879e+02,7.816125e+02,6
a751959dd7084c7b,1.296972e-01,8.167361e-01,2.000000e-01,8.410682e-03,5.836374e-02,7.350625e-01,4.956818e-02,7.791585e+02,7.965461e+02,1.466845e+03,6
a7ef69324e55dcf3,1.511046e-01,6.963231e-01,2.000000e-01,1.141629e-02,6.799705e-02,6.266908e-01,9.630995e-02,1.032440e+03,1.049828e+03,3.204687e+03,6
ab06a32c33b7c594,1.249882e-01,7.900380e-01,2.000000e-01,7.811022e-03,5.624468e-02,7.110342e-01,7.946766e-02,9.533801e+02,9.707676e+02,2.477814e+03,6
ab652d1792ba579f,1.142189e-01,9.097133e-01,2.000000e-01,6.522983e-03,5.139852e-02,8.187420e-01,1.199002e-01,9.953546e+02,1.012742e+03,4.618504e+03,6
ab7c01f6e1ec753a,1.321427e-01,8.380649e-01,2.000000e-01,8.730844e-03,5.946421e-02,7.542584e-01,-1.024206e-02,6.576460e+02,6.750335e+02,6.489985e+02,6
adb5486de57c1af0,1.566256e-01,7.234423e-01,2.000000e-01,1.226579e-02,7.048153e-02,6.510980e-01,8.167222e-02,8.955494e+02,9.128920e+02,1.703413e+03,6
ae4cf4947761ad3f,1.754644e-01,7.995015e-01,2.000000e-01,1.539387e-02,7.895897e-02,7.195514e-01,3.159107e-02,6.660589e+02,6.834464e+02,6.537792e+02,6
af8390dd2a780433,1.260978e-01,1.055224e+00,2.000000e-01,7.950333e-03,5.674403e-02,9.497013e-01,-1.288832e-02,5.478932e+02,5.652807e+02,6.618497e+02,6
b8d6cea15a548aa9,1.306534e-01,7.378926e-01,2.000000e-01,8.535161e-03,5.879405e-02,6.641034e-01,8.970600e-02,9.980529e+02,1.015440e+03,2.672238e+03,6
bc688588712e0329,1.476834e-01,1.446246e+00,2.000000e-01,1.090519e-02,6.645752e-02,1.301621e+00,-3.680952e-02,3.682414e+02,3.855840e+02,2.976806e+02,6
bd2adbff911d558e,1.620398e-01,7.650866e-01,2.000000e-01,1.312845e-02,7.291792e-02,6.885780e-01,7.650532e-02,8.150628e+02,8.324054e+02,1.377966e+03,6
c00c5c68db223d0f,1.171959e-01,8.686520e-01,2.000000e-01,6.867434e-03,5.273813e-02,7.817868e-01,4.235960e-02,7.738401e+02,7.912276e+02,1.510072e+03,6
c012de0ccb49819f,1.350059e-01,5.909268e-01,2.000000e-01,9.113290e-03,6.075263e-02,5.318341e-01,-5.209401e-02,8.111499e+02,8.285375e+02,1.147320e+03,6
c4ea8a11570e9599,1.149455e-01,7.144756e-01,2.000000e-01,6.606233e-03,5.172547e-02,6.430280e-01,-2.351434e-03,8.310260e+02,8.484135e+02,9.962528e+02,6
c79644ab153c0a48,1.091147e-01,6.101691e-01,2.000000e-01,5.953014e-03,4.910164e-02,5.491522e-01,5.080072e-02,1.026413e+03,1.043800e+03,2.049787e+03,6
c7ddb07dc740f9c1,1.664887e-01,8.569628e-01,2.000000e-01,1.385924e-02,7.491991e-02,7.712665e-01,2.916161e-02,6.278527e+02,6.451953e+02,6.924398e+02,6
c893ddb5f65f1a1c,1.477062e-01,9.403426e-01,2.000000e-01,1.090856e-02,6.646779e-02,8.463083e-01,2.027786e-02,6.095541e+02,6.269416e+02,7.915761e+02,6
ce134a9a9b3122a0,1.328929e-01,3.683647e-01,2.000000e-01,8.830259e-03,5.980180e-02,3.315283e-01,7.929407e-02,1.303186e+03,1.320529e+03,4.137894e+03,6
d2bdb6ae89eb8aca,1.491257e-01,7.549891e-01,2.000000e-01,1.111924e-02,6.710658e-02,6.794901e-01,2.380771e-02,7.398936e+02,7.572811e+02,8.574283e+02,6
d335e83ad7f741bf,1.197984e-01,8.420636e-01,2.000000e-01,7.175833e-03,5.390930e-02,7.578572e-01,3.574282e-02,7.378034e+02,7.551460e+02,1.403603e+03,6
d33cbb234efa4296,1.380083e-01,7.778463e-01,2.000000e-01,9.523148e-03,6.210374e-02,7.000617e-01,8.223997e-02,8.770229e+02,8.944104e+02,1.879665e+03,6
d53b11bcaa0a2095,1.440416e-01,5.614205e-01,2.000000e-01,1.037400e-02,6.481874e-02,5.052784e-01,1.106144e-01,1.240450e+03,1.257838e+03,7.598687e+03,6
d794e2c3b9ab247f,1.273218e-01,5.240322e-01,2.000000e-01,8.105421e-03,5.729481e-02,4.716290e-01,1.704849e-02,1.057502e+03,1.074889e+03,1.563052e+03,6
d9a79bcfee67b028,1.433233e-01,4.568328e-01,2.000000e-01,1.027079e-02,6.449549e-02,4.111495e-01,3.664905e-02,1.094591e+03,1.111979e+03,1.543559e+03,6
dfbeb23c419b6979,1.464226e-01,7.822990e-01,2.000000e-01,1.071979e-02,6.589017e-02,7.040691e-01,3.692546e-03,6.839938e+02,7.013813e+02,6.549930e+02,6
e03130e76a547e00,1.539758e-01,7.146756e-01,2.000000e-01,1.185427e-02,6.928910e-02,6.432080e-01,6.674986e-02,9.084514e+02,9.258389e+02,1.587763e+03,6
e0da73d8b215a4e9,1.247734e-01,7.295786e-01,2.000000e-01,7.784200e-03,5.614803e-02,6.566207e-01,-2.400484e-02,7.487186e+02,7.661061e+02,6.961654e+02,6
e35e2512791cd931,1.548127e-01,6.379236e-01,2.000000e-01,1.198348e-02,6.966571e-02,5.741312e-01,5.979933e-02,9.813426e+02,9.987301e+02,1.973315e+03,6
e46f1f873f43128b,1.333764e-01,6.108557e-01,2.000000e-01,8.894628e-03,6.001937e-02,5.497701e-01,2.026496e-03,9.068174e+02,9.242050e+02,1.048678e+03,6
e7d525b0fc295332,1.156244e-01,7.129319e-01,2.000000e-01,6.684501e-03,5.203098e-02,6.416387e-01,1.258633e-01,1.437640e+03,1.455027e+03,3.304558e+05,6
e9ca70bcef834214,1.086324e-01,1.127179e+00,2.000000e-01,5.900494e-03,4.888456e-02,1.014461e+00,-1.185516e-01,3.758814e+02,3.932689e+02,2.241698e+02,6
ec9403432374ee06,1.287827e-01,8.335899e-01,2.000000e-01,8.292487e-03,5.795220e-02,7.502309e-01,6.299415e-03,6.796826e+02,6.970702e+02,8.841977e+02,6
ed3ee15cd6ecee51,1.186017e-01,1.077993e+00,2.000000e-01,7.033185e-03,5.337078e-02,9.701933e-01,-4.920544e-02,4.962710e+02,5.136585e+02,4.465015e+02,6
efbc4b723940e000,1.393202e-01,1.170623e+00,2.000000e-01,9.705063e-03,6.269410e-02,1.053560e+00,-5.048079e-02,4.107031e+02,4.280906e+02,2.876448e+02,6
efe8a903afdceede,1.604983e-01,1.279324e+00,2.000000e-01,1.287985e-02,7.222422e-02,1.151391e+00,-5.562429e-02,3.512707e+02,3.686583e+02,1.524059e+02,6
f1de714332531aa5,1.285554e-01,7.006216e-01,2.000000e-01,8.263251e-03,5.784995e-02,6.305595e-01,1.065289e-01,1.203055e+03,1.220443e+03,7.692233e+03,6
f205d1277e6ea6b4,1.615143e-01,1.045076e+00,2.000000e-01,1.304343e-02,7.268141e-02,9.405683e-01,3.613210e-02,6.029148e+02,6.203024e+02,8.020182e+02,6
f39ae9088896b47f,1.568407e-01,6.361151e-01,2.000000e-01,1.229950e-02,7.057831e-02,5.725036e-01,5.692146e-02,8.918351e+02,9.092226e+02,1.253085e+03,6
f98444c434d40f8b,1.244216e-01,5.129691e-01,2.000000e-01,7.740363e-03,5.598971e-02,4.616722e-01,1.280573e-01,2.159410e+03,2.176797e+03,2.944293e+06,6
fc7ef2c5b91399c2,1.233639e-01,7.347644e-01,2.000000e-01,7.609325e-03,5.551375e-02,6.612879e-01,-6.200946e-02,6.492341e+02,6.666216e+02,3.882839e+02,6
ff1d7a9a28686c2b,1.619897e-01,9.402232e-01,2.000000e-01,1.312033e-02,7.289537e-02,8.462009e-01,1.434239e-02,5.654448e+02,5.827874e+02,5.976110e+02,6
