participantsID,a,Ter,eta,z,sz,st,v
2a531595d6ab08c8,1.596675e-01,8.140031e-01,2.516454e-01,1.296475e-01,1.174817e-02,3.107758e-01,8.295448e-03
2adc46a1bfc70679,2.826343e-01,5.864352e-01,1.029862e-01,1.154294e-01,1.767846e-01,3.974773e-02,4.762169e-02
322d6276c00056e7,1.964249e-01,7.310131e-01,9.469690e-03,1.060717e-01,6.053728e-03,2.685468e-02,1.026230e+00
371fb6652968f25f,2.547376e-01,7.546139e-01,1.595015e-05,1.507540e-01,2.190553e-05,1.264092e-01,1.026072e+00
3ddf191ed8c33c57,1.891476e-01,6.953797e-01,2.351661e-01,1.531805e-01,3.909444e-02,6.572865e-02,-3.087592e-03
414f1040212a659b,1.627810e-01,8.076041e-01,3.368339e-01,1.202106e-01,4.130898e-02,2.688945e-01,1.289616e-02
46099f8b742520b0,1.403275e-01,7.020898e-01,3.318891e-01,8.136257e-02,8.637542e-02,4.525516e-03,-2.272523e-02
46fd6e0b3b5c1df3,1.739574e-01,9.197085e-01,4.944175e-01,1.383443e-01,2.266374e-02,5.007280e-01,-1.447260e-02
4866612e834a9f5a,5.780081e-02,1.047217e+00,9.385219e-02,2.759399e-02,5.418798e-02,9.764350e-01,1.023517e-01
49c4e664cf02d362,1.001623e-01,9.707070e-01,6.827992e-05,9.159428e-02,2.990098e-07,5.951049e-01,1.673617e+00
4a43f99c56b2a634,2.065113e-01,9.258041e-01,1.117320e-06,1.376050e-01,7.570970e-02,4.723089e-01,1.173658e+00
4a6bf10e80304920,1.994995e-01,5.028598e-01,1.903672e-01,1.114304e-01,1.751382e-01,3.131100e-06,8.537120e-03
4dee88b397c3bbf4,4.360186e-01,1.448917e+00,1.743772e-01,1.660788e-02,1.533637e-02,1.778586e+00,3.465179e-01
4e3de1ed1c0d6103,1.358539e-01,8.080770e-01,3.748090e-05,8.277204e-04,4.042707e-10,6.103226e-01,-2.668977e+00
52abc657a668b04e,6.411325e-02,1.065361e+00,3.159437e-01,3.978774e-02,4.605911e-02,5.194028e-01,4.936967e-02
5497867d4afb5993,9.461910e-02,5.492330e-01,5.000000e-01,4.015661e-02,4.601425e-07,2.130099e-01,-7.839818e-02
5696a26f6b865ccb,2.223197e-01,1.203203e+00,1.332531e-03,2.105328e-01,1.854907e-07,1.538361e+00,7.209058e-01
582ab220066afebc,1.352822e-01,1.610617e+00,1.801980e-01,7.758681e-02,6.665400e-02,1.189536e+00,2.990654e-02
5b92bfe31aef1ef9,1.151824e-01,1.015578e+00,8.515866e-02,1.123625e-01,4.504510e-03,5.527052e-01,1.431619e+00
61dce9b56e969395,1.647154e-01,6.110740e-01,5.336848e-02,7.110749e-02,7.910361e-02,1.103147e-01,7.848304e-02
6246f3d78ae6b481,7.365988e-02,1.233131e+00,2.261348e-01,4.871149e-02,3.804910e-02,8.034870e-01,1.074412e-01
6ac61d4f76c3add5,2.228898e-01,7.512741e-01,2.950237e-02,1.611206e-01,8.920194e-06,3.846011e-01,8.565813e-01
6b1327cc38c17c20,1.564906e-01,8.016725e-01,2.418068e-01,5.867966e-02,5.661279e-02,2.550603e-02,-5.912206e-02
6d04498f5bb2aefc,1.877520e-01,8.946917e-01,3.054937e-01,1.299717e-01,3.433392e-06,4.543157e-01,-1.980466e-02
6dcbb2d2c8c4d46a,2.290318e-01,7.176116e-01,2.119338e-01,1.459860e-01,9.919380e-02,8.089122e-02,5.571639e-02
6df05dd94d8d774d,8.235862e-01,9.311381e-01,6.492425e-05,7.009592e-04,1.434547e-04,5.615707e-01,-2.004705e-01
6e0c43d93a4a361e,3.576495e-01,5.375525e-01,4.885817e-01,1.266330e-01,2.241823e-01,5.248528e-01,2.293435e-01
6ece121c0867568c,1.064385e-01,1.379248e+00,1.707148e-01,4.971057e-02,4.604691e-02,6.797275e-01,-4.662512e-02
739442e141b9639a,2.509148e-01,6.637560e-01,4.212237e-01,1.791025e-01,6.967959e-02,2.748255e-02,3.952214e-02
74dc2bc1712979fe,4.129662e-01,1.039006e+00,4.915831e-01,3.406458e-02,1.014894e-03,9.904323e-01,7.006762e-02
75da8965ce4f9b28,4.553609e-01,1.070863e+00,3.406133e-01,4.518924e-02,2.447674e-02,1.030064e+00,3.529697e-02
77d9b25715656b19,1.016773e-01,8.496604e-01,5.000000e-01,6.443789e-02,6.328634e-02,6.057620e-01,2.045813e-01
7e158eee0bbe3c33,1.449465e-01,1.372703e+00,1.595501e-01,8.628495e-02,5.466973e-02,5.516875e-01,8.637174e-02
819c4ba6a036130b,4.533207e-02,8.116612e-01,5.000000e-01,2.261175e-02,4.421775e-02,5.905980e-01,1.744885e-01
820fed1432e2cffc,1.811531e-01,1.502534e+00,1.840131e-01,7.439541e-02,6.526805e-02,9.659280e-01,-1.874677e-02
8364d0796dcecadf,1.772637e-01,1.411166e+00,4.469007e-08,1.728302e-01,3.188485e-03,1.184399e-01,1.054603e+00
84397dc336c286b4,1.205488e-01,1.085302e+00,7.023504e-08,1.185933e-01,1.093353e-03,6.354206e-01,1.379984e+00
865f30c3abd2af67,7.541393e-02,9.383649e-01,2.123224e-01,4.258658e-02,5.972518e-02,4.786369e-01,9.837508e-02
88316d88dd9fdbf7,1.604539e-01,1.326461e+00,1.885612e-01,1.030763e-01,6.452140e-02,6.623921e-01,4.143819e-02
88586c741f59e4d3,6.452002e-01,6.740379e-01,2.118537e-01,4.573386e-01,8.519006e-02,5.800545e-01,9.762359e-02
8b79e9cd1e3a58e9,1.214474e-01,1.628254e+00,2.019951e-01,7.203916e-02,6.231757e-02,1.187304e+00,3.794218e-02
8e3374a0d50454e0,1.345427e-01,8.100379e-01,9.782675e-02,1.291825e-01,6.028934e-03,2.556028e-01,1.295290e+00
8e531917bed03e00,1.407872e-01,1.331664e+00,1.666275e-01,8.847144e-02,6.504913e-02,6.246891e-01,2.894038e-02
946fca84b1d53bed,1.341333e-01,1.158490e+00,2.662906e-03,1.321784e-01,7.325160e-05,7.592697e-01,1.119144e+00
96b09fe2762bafab,9.302586e-02,1.540980e+00,3.176757e-01,9.047341e-02,4.088477e-03,2.043960e+00,-1.017981e+00
99bca86575635ced,1.970645e-01,5.516282e-01,1.741463e-01,6.254233e-02,1.240847e-01,2.767168e-01,5.260539e-02
9d781c40d36055b2,4.574986e-01,7.633604e-01,2.302971e-01,3.969249e-02,3.150363e-03,4.113151e-01,-2.171040e-02
9e5ca4f7d45dda1b,1.352124e-01,9.098150e-01,3.107754e-01,7.364593e-02,1.140626e-01,1.665764e-01,8.163990e-03
9ead7cfe118211af,1.552204e-01,6.958136e-01,2.880663e-01,1.127705e-01,5.672630e-02,2.317594e-02,4.732142e-02
a0891b37b5b5d79d,1.116601e-01,8.200308e-01,2.209176e-01,7.037232e-02,4.857349e-02,1.702780e-01,1.185771e-01
a0b880b91c2982dc,2.061753e-01,1.594920e+00,1.783039e-01,7.949395e-02,6.230456e-02,7.252040e-01,-1.384580e-02
a751959dd7084c7b,1.670237e-01,1.543903e+00,1.644330e-01,8.072707e-02,6.591556e-02,5.241002e-01,-5.110139e-03
a7ef69324e55dcf3,1.201903e-01,1.011963e+00,2.199186e-01,8.205498e-02,7.064145e-02,6.377225e-01,5.315775e-02
ab06a32c33b7c594,9.413098e-02,1.082101e+00,9.494602e-03,8.805711e-02,1.134590e-03,6.325914e-01,1.819857e+00
ab652d1792ba579f,1.642854e-01,1.536332e+00,6.234377e-05,1.624774e-01,1.744273e-04,6.893517e-05,1.096285e+00
ab7c01f6e1ec753a,1.423947e-01,9.821224e-01,5.338596e-02,1.339415e-01,4.328246e-03,5.005072e-01,1.193077e+00
adb5486de57c1af0,1.543942e-01,7.993415e-01,1.829436e-11,1.509435e-01,9.813217e-12,2.920412e-03,7.532078e-01
ae4cf4947761ad3f,1.578674e-01,1.097173e+00,2.615438e-01,2.847276e-02,5.594553e-02,1.256346e+00,1.382059e-01
af8390dd2a780433,1.368620e-01,1.560233e+00,1.869994e-01,6.392107e-02,5.714751e-02,9.043771e-01,1.251674e-02
b8d6cea15a548aa9,1.098108e-01,1.000574e+00,1.587496e-01,6.197595e-02,5.769583e-02,6.093169e-01,6.742718e-02
bc688588712e0329,1.656716e-01,1.715216e+00,1.970433e-01,5.713296e-02,6.882703e-02,1.278973e+00,-5.315425e-02
bd2adbff911d558e,1.880199e-01,9.832305e-01,9.574843e-03,1.784471e-01,1.811192e-02,4.718829e-01,8.585249e-01
c00c5c68db223d0f,1.912626e-01,1.049735e+00,8.984887e-02,1.238760e-01,1.006092e-07,6.324904e-01,1.233927e+00
c012de0ccb49819f,1.471826e-01,7.012702e-01,3.083116e-01,4.747495e-02,9.394989e-02,8.172157e-01,1.139995e-01
c4ea8a11570e9599,1.190871e-01,7.459932e-01,2.132911e-01,7.703072e-02,6.841419e-02,9.862729e-02,7.216219e-02
c79644ab153c0a48,1.446607e-01,7.493606e-01,1.334834e-04,6.860437e-02,1.049658e-01,3.512901e-01,8.244697e-02
c7ddb07dc740f9c1,5.819947e-01,1.089860e+00,2.149053e-01,6.905358e-02,1.371036e-01,1.061720e+00,6.986732e-02
c893ddb5f65f1a1c,1.711453e-01,1.546016e+00,1.769961e-01,7.977454e-02,6.634589e-02,7.889150e-01,1.054874e-02
ce134a9a9b3122a0,3.402934e-01,4.759596e-01,4.998843e-01,1.562239e-01,2.333834e-01,4.761623e-01,2.034387e-01
d2bdb6ae89eb8aca,1.183366e-01,1.232682e+00,7.923294e-02,5.916849e-02,1.173362e-01,1.366028e+00,1.589436e-01
d335e83ad7f741bf,8.361119e-02,1.253448e+00,2.198525e-01,5.349497e-02,4.416520e-02,9.029136e-01,1.174071e-01
d33cbb234efa4296,1.152776e-01,1.558410e+00,1.747571e-01,5.423260e-02,4.861450e-02,7.962287e-01,1.277257e-02
d53b11bcaa0a2095,1.798162e-01,8.090513e-01,2.809361e-01,1.416896e-01,5.397671e-02,2.770282e-01,1.192653e-03
d794e2c3b9ab247f,4.074061e-01,6.445060e-01,4.333399e-01,3.068449e-01,9.129001e-04,1.670812e-01,-1.112782e-01
d9a79bcfee67b028,1.786440e-01,7.262716e-01,4.911267e-01,1.190181e-01,6.691098e-03,9.900571e-02,3.526342e-03
dfbeb23c419b6979,1.726193e-01,9.193720e-01,2.546855e-01,4.695178e-02,5.979471e-02,2.830468e-01,-4.089302e-02
e03130e76a547e00,1.546037e-01,9.774260e-01,3.208051e-01,5.737692e-02,6.366057e-02,3.770506e-01,-1.092272e-02
e0da73d8b215a4e9,1.554499e-01,7.533781e-01,1.881726e-01,1.139742e-01,5.622419e-02,1.451248e-01,-1.080978e-01
e35e2512791cd931,1.891709e-01,9.635518e-01,2.435847e-01,1.261420e-01,9.390783e-02,5.594772e-01,3.247644e-02
e46f1f873f43128b,1.063184e-01,8.092340e-01,2.471496e-02,1.023395e-01,6.957891e-03,6.472680e-02,1.195587e+00
e7d525b0fc295332,6.348357e-02,1.181239e+00,1.921186e-01,3.124827e-02,3.904710e-02,9.642866e-01,-1.190434e-02
e9ca70bcef834214,1.167553e-01,1.613514e+00,1.673598e-01,5.410909e-02,4.464353e-02,6.923940e-01,-5.495611e-02
ec9403432374ee06,1.321655e-01,8.748781e-01,1.501900e-01,7.538220e-02,3.522187e-02,3.679199e-01,1.171830e-01
ed3ee15cd6ecee51,9.689301e-02,1.259249e+00,2.142880e-01,4.108644e-02,4.889566e-02,9.239412e-01,-4.864406e-02
efbc4b723940e000,1.679254e-01,1.650901e+00,1.771784e-01,6.953066e-02,6.749216e-02,7.641131e-01,-3.890325e-02
efe8a903afdceede,1.677502e-01,9.078404e-01,3.772515e-01,5.344839e-02,4.339269e-02,2.533705e-01,-1.709783e-02
f1de714332531aa5,1.204143e-01,8.575602e-01,2.067094e-01,8.659707e-02,4.984964e-02,3.387533e-01,4.984537e-02
f205d1277e6ea6b4,4.131965e-01,7.349849e-01,6.894638e-02,3.531353e-01,1.893590e-02,2.774696e-02,-2.627479e-02
f39ae9088896b47f,2.940656e-01,8.204305e-01,1.878679e-03,2.613862e-01,6.435883e-02,1.430864e-01,-4.002338e-02
f98444c434d40f8b,1.565509e-01,7.758811e-01,2.504530e-01,1.330451e-01,2.625834e-02,2.134508e-01,-3.664238e-02
fc7ef2c5b91399c2,1.121723e-01,7.138564e-01,6.138216e-02,5.834688e-02,9.255196e-02,3.079020e-01,-1.625823e-01
ff1d7a9a28686c2b,1.769751e-01,1.298088e+00,1.576454e-01,1.106927e-01,7.323892e-02,5.430405e-01,5.260301e-02
