participantsID,a(101),Ter(101),eta(101),z(101),sz(101),st(101),v(101),a(102),Ter(102),eta(102),z(102),sz(102),st(102),v(102),AICc(4),BIC(4),Chi(4),df
00aa64fdcb675341,4.235711e-01,8.292111e-01,4.401601e-04,8.970626e-02,8.890718e-05,2.555048e-01,6.118112e-02,8.921374e-01,6.841195e-01,8.377164e-03,3.979545e-01,8.500757e-05,2.555052e-01,4.701224e-01,1.873161e+02,2.209716e+02,1.085512e+03,12
02535fcf7e16bb56,7.737445e-01,2.961916e-02,4.997868e-01,2.993403e-01,1.900646e-05,3.475657e-03,4.570940e-01,7.454490e-01,9.330978e-02,4.995101e-01,2.778471e-01,1.900787e-05,3.475628e-03,-1.492961e-04,4.974745e+02,5.311299e+02,5.768799e+05,12
06c46b112368babf,3.926872e-01,7.735605e-01,4.964912e-01,7.710161e-02,1.342961e-03,8.760404e-01,-5.271292e-02,4.047478e-01,3.807665e-01,4.059328e-01,8.191041e-02,1.403405e-03,7.436107e-01,-1.328318e-02,4.096504e+02,4.433059e+02,6.215360e+01,12
09ba82a2ca814481,7.088004e-01,5.605542e-01,9.271766e-04,2.511990e-01,2.264001e-05,1.022589e-02,6.117841e-01,2.646731e-01,1.068422e+00,4.334088e-01,3.502591e-02,2.264182e-05,1.022589e-02,-3.073218e-02,9.361228e+01,1.272677e+02,2.426010e-01,12
0abfc32a4d12c731,1.570518e+00,8.674358e-01,3.645993e-01,1.233263e+00,1.930218e-04,2.923393e-05,1.683664e-01,4.053035e-01,1.629194e+00,3.646325e-01,8.213547e-02,1.953360e-04,2.917636e-05,-3.641163e-03,2.178634e+02,2.515189e+02,1.480065e-02,12
0b0a94c202d0b233,8.573927e-01,4.578232e-01,3.986433e-01,3.675611e-01,3.213014e-05,8.616208e-01,-8.384885e-04,6.583604e-01,5.951239e-01,4.544404e-01,2.167192e-01,3.435159e-05,9.499369e-01,-4.321897e-04,3.226447e+02,3.559008e+02,2.703118e+07,12
0beac20378edac7b,2.052033e-01,9.108923e-01,4.999893e-01,2.105419e-02,3.029403e-05,1.006593e+00,4.909679e-05,6.359979e-01,6.360679e-01,5.611145e-04,2.022467e-01,9.119343e-05,7.655161e-01,1.599384e+00,3.935113e+02,4.271667e+02,5.490136e+02,12
0d894551bc966608,6.009810e-01,1.097181e-01,2.285104e-01,1.805891e-01,3.765756e-03,6.587945e-06,6.462930e-01,6.508712e-01,7.027865e-04,3.466096e-03,2.118167e-01,3.603361e-03,6.589192e-06,5.504217e-01,2.715889e+02,3.051457e+02,2.009707e+00,12
10d15198ac61a404,7.136093e-01,4.768117e-01,3.968865e-01,2.546191e-01,3.386622e-04,6.945259e-01,2.016635e-01,3.162279e-02,1.281007e+00,3.828063e-03,5.000005e-04,8.455247e-10,7.050125e-01,-1.157916e-02,2.425805e+02,2.762360e+02,1.356342e+08,12
12a096342c4d052f,4.367366e-01,8.623699e-01,4.682267e-01,9.536942e-02,5.455508e-04,9.868257e-01,4.895610e-02,2.269674e-01,7.925594e-01,4.948483e-01,2.575709e-02,5.181776e-04,6.588957e-01,-1.238054e-02,3.947561e+02,4.284116e+02,5.459018e+01,12
13e347e32a454872,1.593916e-01,6.507117e-01,5.000000e-01,1.270285e-02,1.749104e-06,7.157721e-01,-9.152389e-05,4.764192e-02,8.726332e-01,2.191020e-01,1.134876e-03,1.749534e-06,7.142587e-01,5.000000e+00,5.618681e+02,5.955235e+02,7.772274e+01,12
15e0c065b2c11595,2.998136e-01,8.427975e-01,1.664252e-01,4.494409e-02,1.611538e-02,5.091377e-02,4.329147e-02,2.986037e-01,1.534190e+00,4.887378e-01,4.458209e-02,1.611479e-02,5.091377e-02,3.076435e-01,3.230569e+02,3.567124e+02,1.018432e+03,12
163b12703c8e5c3c,1.959747e+00,3.130323e+00,1.694702e-01,1.920303e+00,1.820862e-02,4.709134e-01,-1.185991e-02,2.798882e-01,9.458508e-01,7.969530e-02,3.916870e-02,1.820862e-02,4.709134e-01,1.758546e-02,2.445681e+02,2.782235e+02,1.430000e-02,12
1bf86ff948486447,3.590821e-01,7.325630e-01,6.497545e-02,6.446996e-02,2.305528e-04,3.702679e-01,3.838908e-02,4.810184e-01,3.519700e-01,5.582645e-02,1.156893e-01,1.876692e-04,3.358794e-01,7.537838e-01,2.998185e+02,3.334740e+02,4.253955e-01,12
1cb976bac3a2016b,4.405866e-01,1.106240e+00,2.865724e-01,9.705829e-02,1.909621e-03,7.280518e-01,6.692428e-03,2.685090e-01,9.553190e-01,2.447377e-01,3.604853e-02,2.328265e-03,7.279137e-01,3.360750e-02,2.907752e+02,3.244306e+02,1.314129e-02,12
1ffdcfc59b83c43a,3.218281e-01,9.997336e-01,4.934421e-01,5.178668e-02,1.323639e-02,1.807617e-01,-3.685057e-03,3.451983e-01,1.915795e+00,4.959859e-01,5.958093e-02,1.323639e-02,1.807617e-01,-9.699635e-05,2.592388e+02,2.928942e+02,1.382000e-02,12
221e9f16c114b2c0,5.691440e-02,1.501661e+00,1.646951e-01,1.619624e-03,4.561361e-06,1.605321e+00,3.882570e+00,1.051013e+00,8.031608e-01,5.000000e-01,5.523144e-01,4.559905e-06,1.605322e+00,4.118782e-03,3.036454e+02,3.373008e+02,9.166444e+08,12
22d84796012679e8,1.195728e+00,1.406865e+00,7.725056e-04,7.148832e-01,3.999181e-06,9.007310e-01,2.525423e-01,1.035491e+00,9.950034e-01,3.990458e-02,5.361213e-01,3.999181e-06,9.007310e-01,2.629565e-02,8.363405e+01,1.171909e+02,4.677242e-01,12
247384e4eccc4f80,1.405643e-01,8.281645e-01,4.746616e-01,9.879165e-03,1.749833e-02,4.516327e-01,2.907867e-01,3.317908e-01,5.430774e-01,4.452708e-01,5.504257e-02,1.245953e-02,4.447955e-01,8.038897e-02,4.300893e+02,4.637447e+02,1.705770e+01,12
2737c4b829b3018f,3.162278e-02,8.343059e-01,4.917199e-01,5.000000e-04,4.303529e-14,4.767954e-01,4.438151e+00,1.793318e-01,6.905949e-01,5.000000e-01,1.607996e-02,7.878207e-15,6.687119e-01,-6.077555e-04,5.072332e+02,5.408886e+02,5.685441e+01,12
27902f23b60a7b76,4.595958e-01,3.004660e+00,2.543237e-01,1.056142e-01,5.018995e-06,1.706408e-01,-1.615828e-02,5.259941e-01,8.309355e-01,3.625409e-01,1.383349e-01,5.085741e-06,1.691072e-01,1.375728e-01,2.377871e+02,2.714426e+02,4.472555e+00,12
279cd1540fc8f71f,4.117072e-01,2.696400e-01,3.576160e-01,8.475143e-02,7.232201e-07,5.341666e-01,4.964028e-01,6.218477e-01,2.841815e-01,4.991391e-01,1.933473e-01,7.232200e-07,5.372472e-01,1.219032e-02,5.145809e+02,5.482363e+02,3.559519e+02,12
296a71628065dfa8,4.257794e-01,1.286447e+00,2.787478e-01,9.064406e-02,1.924875e-02,5.791064e-01,2.134235e-02,4.751357e-01,2.155536e+00,2.415921e-01,1.128770e-01,1.924875e-02,5.791064e-01,9.183857e-03,2.312393e+02,2.648948e+02,1.480000e-02,12
2a531595d6ab08c8,8.882832e-01,5.118034e-01,4.104198e-01,3.945235e-01,3.539737e-05,9.768203e-01,8.634940e-04,4.852612e-02,1.512499e+00,4.997099e-01,1.177392e-03,8.683131e-04,1.899563e+00,4.992638e+00,3.409064e+02,3.745619e+02,3.142264e+09,12
