,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,1.2800751935644388,0.040005315962866675,1.2046104562373412,1.2530484540360685,1.2789891343308855,1.306102638756229,1.3605597857341771,0.0010534231547426648
a_std,0.27598849024275635,0.03081593114407832,0.2228706211447629,0.25439644581493315,0.2740928223912441,0.2948541647163805,0.34313454457919923,0.0006481908876155172
a_subj.00aa64fdcb675341,1.1974619439278877,0.07481715898622913,1.0461542015951488,1.1486873841965533,1.1987519027947022,1.2459626466276725,1.3428928792255868,0.002338897735216846
a_subj.06c46b112368babf,1.1742168303441232,0.06359301137136245,1.0591153781021618,1.1309104032235018,1.1715123531454408,1.2139979506131997,1.3070682042502537,0.0019328947447272177
a_subj.0beac20378edac7b,1.1828565534014917,0.05777199602484922,1.0725836205478287,1.1432990563806105,1.1807123498880827,1.2210031231047742,1.2996023192136525,0.001011900211156208
a_subj.10d15198ac61a404,1.4884823879313098,0.07016716557191162,1.36024742877955,1.4385629247589184,1.4865573422407132,1.5341846887821706,1.6357187842742327,0.0015950345178797592
a_subj.12a096342c4d052f,1.4008915982288774,0.06459998485352696,1.2785263646361646,1.3564858732331926,1.399786471072333,1.4435102922663015,1.5315007169139978,0.0014345468856822182
a_subj.13e347e32a454872,0.7817489372132536,0.05488729588342258,0.6762960255878048,0.7449607568287311,0.7821386323376891,0.8182767645696043,0.8914313078443175,0.001545354671920848
a_subj.1ffdcfc59b83c43a,1.441846430381309,0.06837651405721476,1.3160216252760826,1.3942274714204084,1.439606270030529,1.4861805701948634,1.5797666347499506,0.0017847959926231942
a_subj.221e9f16c114b2c0,1.3411514942504397,0.0652614216888381,1.216742670809752,1.2969910278938754,1.3378494468299063,1.3847848473756095,1.4754387766526196,0.0012673279865302704
a_subj.2737c4b829b3018f,0.7842437045492016,0.05872303548849412,0.681340729870128,0.743705409837565,0.779502399179585,0.821003094690088,0.9106899926478047,0.0016609086930709515
a_subj.279cd1540fc8f71f,1.2358531100351458,0.06743683828126817,1.108583936234894,1.1898649610747507,1.2339830898462614,1.2809584120957855,1.3715635364006342,0.0016893163703975203
a_subj.2a531595d6ab08c8,1.2320573906929,0.0573798204000296,1.1232849708119357,1.1929434287231189,1.2304357270940103,1.2703867384422218,1.3529777985742746,0.0012768218311916273
a_subj.2adc46a1bfc70679,1.573921935581112,0.0743671028402515,1.4332046986053453,1.5219641109658124,1.573210584346632,1.6251847693506607,1.7203020951145307,0.0014571145047053442
a_subj.322d6276c00056e7,0.9782700601706643,0.055682510854968455,0.8748714696105483,0.9389415409624302,0.9763933461621825,1.0159347311086782,1.0921302930968155,0.0011466086452515808
a_subj.46099f8b742520b0,0.7898629078539086,0.05368684357519199,0.6870013663546011,0.7535864040570853,0.7886061922105633,0.8242048274083176,0.8979879607589764,0.001629670085984826
a_subj.49c4e664cf02d362,1.1838073374271032,0.06509773394487657,1.060821246798931,1.138963687012825,1.1813213255206774,1.2274533850860707,1.3161090402523956,0.0013701012249767086
a_subj.4a6bf10e80304920,1.4176350830413205,0.06604640815374219,1.2956409768626844,1.3707832691937805,1.4165085015944652,1.4614214890936659,1.5513073495098426,0.0016211091917919223
a_subj.4dee88b397c3bbf4,1.4074041317025252,0.07127198158978629,1.272395064062911,1.3583396037123185,1.4062453657000007,1.4540985735101173,1.5504628338439075,0.0019470797004355173
a_subj.52abc657a668b04e,0.95861385598264,0.062327856359154436,0.8441215383384181,0.9142631970600623,0.9561045472977854,0.9990600429507902,1.087047213622045,0.0018201886402360663
a_subj.5696a26f6b865ccb,1.274487900974021,0.07688353828991971,1.1299994666781883,1.2214558328928535,1.2727005415386994,1.3246062896813857,1.4326754919582718,0.001700589640322122
a_subj.61dce9b56e969395,1.4953396388448899,0.06694304550504582,1.372013320784796,1.449648845815723,1.4926063821440911,1.5391860158200261,1.6346223642194113,0.0015104858799372398
a_subj.6246f3d78ae6b481,1.2641827446814204,0.06854907473408452,1.1338335249946634,1.216743845469466,1.2623906611316944,1.3103545558023466,1.400906193545899,0.0015685777769186859
a_subj.6ac61d4f76c3add5,0.9925777452983603,0.05885396939601404,0.8815922040308787,0.9520521374244849,0.9901806093579684,1.0294279516867242,1.1134934838595634,0.0014292070840773393
a_subj.6b1327cc38c17c20,1.111791803414663,0.06570276397118917,0.9790324707310802,1.0685330479824446,1.1127172132892045,1.1552197132860238,1.2400026893153502,0.0016727893300291254
a_subj.6dcbb2d2c8c4d46a,1.230180231083385,0.06978418909045202,1.1027097401835433,1.181963060512699,1.2264075118527622,1.2748746582560477,1.3794965720126582,0.0019312274931446445
a_subj.739442e141b9639a,1.1680896577422106,0.06591007654410007,1.0408999899888152,1.123897832313256,1.1675783861067877,1.2108968376832678,1.3066064826894626,0.0014361617589680642
a_subj.74dc2bc1712979fe,1.2531091291485206,0.07203549120168161,1.1231224724280915,1.2017964399263275,1.2497366028947559,1.3009933137888787,1.4026220696164295,0.0018334259763648675
a_subj.865f30c3abd2af67,0.8988495497523119,0.08019298661367644,0.747321407018035,0.8384176364267263,0.8986686813997847,0.9561922259947907,1.053427993322737,0.003103135819024002
a_subj.88316d88dd9fdbf7,1.7482704168609893,0.07774764303252804,1.6027653283533771,1.6947218636922454,1.7460398565614874,1.7986862464303863,1.909951920303287,0.0015826618964357914
a_subj.946fca84b1d53bed,1.2074952656888334,0.06334756509662533,1.088510247480511,1.163906599752808,1.2061232569061233,1.247895134573635,1.334668462075963,0.0016984780039841275
a_subj.9d781c40d36055b2,0.8885415071900389,0.07367232203190059,0.7535699422938609,0.8344060083778964,0.8863745918338859,0.9379259588313912,1.037284037910034,0.0031676359029644947
a_subj.9e5ca4f7d45dda1b,1.5807606393179647,0.07554212502526333,1.438056924063201,1.5292189509625658,1.579482031904276,1.6299237889787221,1.7349614429331621,0.001493866896875596
a_subj.a7ef69324e55dcf3,1.454152728947582,0.07503265965337216,1.316808888942783,1.4006582963197032,1.450905650451636,1.5037747530380523,1.6117066929339425,0.0016787943642263454
a_subj.ab652d1792ba579f,1.0344938778106945,0.0612206664221677,0.9246061535812735,0.9924069020370359,1.0318552981632072,1.0732055702379435,1.1667334140080545,0.0014510581186567822
a_subj.ab7c01f6e1ec753a,1.2013333103849149,0.06614237895696998,1.0746983297039943,1.1568382111352682,1.2007386229182746,1.245032118310635,1.3316068825122536,0.001596997506872005
a_subj.adb5486de57c1af0,1.582221300727663,0.07729673159084262,1.440768492132682,1.5297915262454513,1.5791247974361105,1.6319025414711206,1.741311667499237,0.0015605163185141956
a_subj.ae4cf4947761ad3f,1.864562117442589,0.08604245068628324,1.702752913966571,1.8058597177501716,1.861425293302715,1.9198032862489134,2.0433585461961643,0.0017409678132789045
a_subj.af8390dd2a780433,1.2462376258177013,0.06713655660220764,1.1182163985541502,1.2014073102623608,1.2446981729875692,1.2892809868543698,1.3790835168027895,0.0016152982762840593
a_subj.bc688588712e0329,1.7202220212204087,0.0794761240446555,1.5676708539295356,1.6661162496833613,1.717129812191307,1.7701481647297928,1.8946287929093317,0.001803465979036484
a_subj.bd2adbff911d558e,1.6582876707846823,0.07862004289415367,1.5130991115621946,1.6028619615531916,1.6544494662211486,1.7125487123707808,1.8145869381139699,0.0017067811332203357
a_subj.c00c5c68db223d0f,1.2772729104514944,0.06889369947273627,1.1409577760804086,1.2322892556886444,1.276367274028836,1.3216069845224359,1.4177094173199594,0.0020807284182188966
a_subj.c79644ab153c0a48,0.9799441313659143,0.05536611217794539,0.8760848313750105,0.9427732060296723,0.978913463941183,1.0162206664733113,1.0932499956742412,0.001473700252457993
a_subj.ce134a9a9b3122a0,1.2613813285662516,0.07646261188274754,1.1078716670116253,1.2105401845250445,1.263789122395412,1.3127657051833277,1.4113979730575614,0.0033823805119133398
a_subj.d335e83ad7f741bf,1.1159631166615014,0.0679866108509843,0.9872564168374781,1.0696332094183711,1.116133829135455,1.159960232800687,1.2547539228197242,0.0020784177535551596
a_subj.d794e2c3b9ab247f,1.0633564410686063,0.05872821004440894,0.9581767818387215,1.0215199624593994,1.0600829575586828,1.1015144304248496,1.1866720073134789,0.0014956683137240094
a_subj.e0da73d8b215a4e9,1.1586326792886557,0.08115484093656089,1.0009430308003335,1.1037103803046813,1.1606783054308105,1.2157719099249227,1.312999955324599,0.003426162571747914
a_subj.e46f1f873f43128b,1.159457097488904,0.06908127627906517,1.0267237946847363,1.1123401487077653,1.157515421424178,1.2057880911443826,1.3007148558688924,0.001834619638919254
a_subj.ec9403432374ee06,1.2864951737486994,0.07289552402960445,1.1528416375208093,1.2342121838789746,1.2843471700887388,1.3363757984079236,1.4349729009864882,0.002238297310572954
a_subj.ed3ee15cd6ecee51,1.278118102615793,0.06417396390468512,1.1569094451291324,1.232787968098974,1.276194125293635,1.3210882966626027,1.4092343733777501,0.0017303289422327382
a_subj.efbc4b723940e000,1.383913425346117,0.06648009250581441,1.2572597544782405,1.3386041433913742,1.381408143982124,1.4278715393766312,1.5227940688749215,0.0013687245701820318
a_subj.efe8a903afdceede,1.7625614880098475,0.07995469646586965,1.6117047172201202,1.7073339985962233,1.760123303449036,1.8148513306668907,1.9268128649372738,0.001617298062660286
a_subj.f1de714332531aa5,1.317660325461678,0.06769784946725231,1.1895877701509576,1.2722542350420354,1.3146609687822004,1.3610656769660352,1.4592920658487953,0.0014809303587085209
a_subj.f205d1277e6ea6b4,1.6916098670259632,0.08443458693897048,1.5422254671512627,1.6321865082085003,1.6857203137580161,1.7432988453216918,1.8700391217337338,0.0022419263980709503
a_subj.f39ae9088896b47f,1.3099774924989356,0.0810526442993428,1.1591739610575857,1.2544810826601855,1.3068333526966829,1.3626928039599036,1.4810769674138622,0.002381332256834719
a_subj.ff1d7a9a28686c2b,1.4637520370318342,0.08081660328297029,1.311989033522268,1.4083575796699779,1.4622130382084462,1.5161679345411758,1.626431662204829,0.0021265723872650067
v,0.10128659462455464,0.053843043656598026,-0.003962672860464783,0.06490317654684491,0.10150336628438801,0.13775221122814144,0.20673445859781847,0.0012113433295183275
v_std,0.32127011612195344,0.04901133217653299,0.23575094386392653,0.28653962009038325,0.31757415865921507,0.35206555697412484,0.4265294095437815,0.0016802543322914892
v_subj.00aa64fdcb675341,0.5250910668896613,0.18407596659299647,0.168617292417097,0.40357025705225447,0.5223720040665434,0.643027848554087,0.8982250907867271,0.004293716212481763
v_subj.06c46b112368babf,0.34521716097356214,0.17876121833976577,-0.010285556384779293,0.22744004209214486,0.3447248748286684,0.4661800899433166,0.6958076494044532,0.004074049493771206
v_subj.0beac20378edac7b,0.11558061645253168,0.18259417958115984,-0.2382675715960505,-0.007688942671029847,0.11269385809217355,0.23841761554255675,0.47408549465646366,0.004411189080047935
v_subj.10d15198ac61a404,-0.03630798613275912,0.13724127685821333,-0.30873260351668225,-0.12787005209046493,-0.03663097480983232,0.055573658489337374,0.23272038308584503,0.00292105206475657
v_subj.12a096342c4d052f,0.3806401526012888,0.14808141665430974,0.08818545062425487,0.2808380412190894,0.38142407676671175,0.47937396215830574,0.6824249776251993,0.00331000927683512
v_subj.13e347e32a454872,-0.11933563870942338,0.24507909914708234,-0.6091997704342447,-0.28453555467803837,-0.11389271871479933,0.04919795396410209,0.35019853035118476,0.005519143372122037
v_subj.1ffdcfc59b83c43a,-0.07103883822279758,0.14476839375119663,-0.354930312982884,-0.16647918865444933,-0.0689219990682498,0.02823652560259199,0.2076360879101593,0.0031490239384730076
v_subj.221e9f16c114b2c0,0.284215765108875,0.16941971422661972,-0.03983558945484472,0.16758160266541544,0.28321235052966065,0.399770087969473,0.6188562808170397,0.004111748152920728
v_subj.2737c4b829b3018f,-0.28060173013288975,0.2513966386719508,-0.8080011448066926,-0.44537289799219826,-0.2763366941161607,-0.11263045671812424,0.1996982835978267,0.00687419361067261
v_subj.279cd1540fc8f71f,0.37244505376221804,0.1835252334751488,0.01505276902829178,0.24939024510804197,0.36930863367940747,0.4936627435506652,0.7367390528344135,0.00473513420934259
v_subj.2a531595d6ab08c8,-0.05593337987013193,0.17202077819004905,-0.3923504960363907,-0.17032843477490556,-0.05186547124450941,0.05980768875634862,0.2790557334496818,0.0043374536788626464
v_subj.2adc46a1bfc70679,-9.87832353743027e-05,0.13147110598105335,-0.2562477203963801,-0.08781977306553138,-0.0007875913515868194,0.09016952353848712,0.2525371250024623,0.0027308979625269444
v_subj.322d6276c00056e7,0.3393558680604266,0.22167903877007328,-0.09580212108745956,0.1883034657690208,0.3378555473378271,0.48470946981360974,0.7868643736721301,0.0053523468797905685
v_subj.46099f8b742520b0,0.06840850420686034,0.2446580058157748,-0.41074178051092924,-0.09649924773416996,0.06701387383666102,0.23301958026750508,0.5445933698598875,0.005469996136632403
v_subj.49c4e664cf02d362,0.09288394230543125,0.18710147439649008,-0.26853523601217083,-0.03399178980997131,0.08980981076594152,0.21960940751375052,0.45414029801764144,0.0037019815089332163
v_subj.4a6bf10e80304920,0.06737821405171879,0.1455562007904212,-0.21760040801371128,-0.028681836733772836,0.0649465877052664,0.16541542750275462,0.3497508893299033,0.003260685293312198
v_subj.4dee88b397c3bbf4,0.2737029955706862,0.15874380463106735,-0.04536616357940293,0.1727293562825979,0.27583449238085,0.376996044634321,0.5797476098667211,0.004516681966038276
v_subj.52abc657a668b04e,0.04289484249470793,0.2191213148483201,-0.3920441992630045,-0.10056776064137285,0.0437157101600858,0.1887475490783923,0.4694211432396409,0.005672366839714703
v_subj.5696a26f6b865ccb,0.6102785775779104,0.19309899291858834,0.2332532890030167,0.48433658589924755,0.608488690611797,0.7394921912068577,0.9925312202509282,0.005033441424249454
v_subj.61dce9b56e969395,0.023840358205750346,0.1369394792892287,-0.24611014474894932,-0.06730863880847915,0.02488326847014688,0.11257455161828195,0.29300470366668857,0.0032167440889468006
v_subj.6246f3d78ae6b481,0.11496229709892837,0.1699832987295435,-0.22250099074142637,0.0012291503087304978,0.11823520367230134,0.22791652274947513,0.4422224272472286,0.0044438112919825915
v_subj.6ac61d4f76c3add5,-0.061247212688511514,0.205906966342574,-0.4759241170550918,-0.1974175891065688,-0.05944692103608551,0.07903099787565937,0.3317022435922663,0.0048800682681979955
v_subj.6b1327cc38c17c20,-0.1729908571033774,0.20443209154334363,-0.5728579532698381,-0.3127832102728839,-0.17170911837860864,-0.03745695310337549,0.2407450479434321,0.0053472253702412775
v_subj.6dcbb2d2c8c4d46a,0.23915899472865182,0.16788268573801465,-0.08032325163570042,0.12506936035156868,0.23520830348576882,0.353834559671266,0.5675916031627177,0.0034885906209032127
v_subj.739442e141b9639a,-0.6180912932863948,0.20185154980434034,-1.0286247467728955,-0.7528307305521525,-0.6123719352179784,-0.4789772689194657,-0.23612002797064954,0.005288138569505794
v_subj.74dc2bc1712979fe,-0.11219250636549591,0.17168961075095543,-0.45189802302391446,-0.2290915812974098,-0.1103886648431539,0.0029580118991391346,0.22090914610583734,0.003960723507577836
v_subj.865f30c3abd2af67,0.03490445759143935,0.22535268510925197,-0.400048613736952,-0.11692131750600998,0.03236182954828748,0.18455911953972925,0.4796117198678955,0.005638669951901725
v_subj.88316d88dd9fdbf7,0.05901482072549643,0.1285832265224944,-0.18942846590804477,-0.027900665591902254,0.05707276309403486,0.14648394605706824,0.3163409113714732,0.003183471792553151
v_subj.946fca84b1d53bed,0.25985153889575796,0.17231144624364048,-0.07767492763516143,0.14475808300594373,0.258132709676114,0.37335753544344996,0.602205345793126,0.004121769027600948
v_subj.9d781c40d36055b2,0.1649489990485403,0.22839743532921614,-0.2840792500681113,0.012316964209655112,0.1652390124656219,0.31947397756366613,0.6153383064215151,0.005271966915553825
v_subj.9e5ca4f7d45dda1b,-0.26411863728336404,0.13811948741926444,-0.5393482605080415,-0.3543905897194177,-0.2625202988562638,-0.1677529902253302,0.0038590496992987333,0.003365132227346105
v_subj.a7ef69324e55dcf3,0.553466757830283,0.16309950055816252,0.245908763970613,0.4422668629862609,0.5502572483678961,0.6602658177327836,0.8818874860503886,0.004217022281398212
v_subj.ab652d1792ba579f,0.442009991559411,0.2181913376850561,0.022319766757992965,0.29247799495711746,0.4389305522240464,0.5882768091342112,0.8845356850159225,0.005586091579805034
v_subj.ab7c01f6e1ec753a,0.10757021715790001,0.17889776136750385,-0.24878128767924443,-0.011154823794041202,0.10704981345067123,0.22848809103572992,0.4585628491111079,0.003705338825319957
v_subj.adb5486de57c1af0,0.4277175846756795,0.14850046107340764,0.13814414939305297,0.32913473298680496,0.4255292230586709,0.5266082513612401,0.7231902011502847,0.003154941081579795
v_subj.ae4cf4947761ad3f,0.38356781179003757,0.11572786974021539,0.15121966045712634,0.3063252941838588,0.38337095950323563,0.46150751023448233,0.6133550381679356,0.0022702851672062206
v_subj.af8390dd2a780433,0.009017818709323866,0.16663807904245842,-0.3172666061175218,-0.10406371481365949,0.00548638236063359,0.12077093297903252,0.3352682879219746,0.0031830254536958104
v_subj.bc688588712e0329,-0.2664251644557629,0.11952103997734281,-0.499453582523375,-0.3445073324068795,-0.2660509347996005,-0.18567080735438657,-0.029750132869656665,0.0027829669803894103
v_subj.bd2adbff911d558e,0.5048338009078734,0.1408955122705857,0.23250659373541638,0.4091172989131293,0.5036833106597687,0.5975811001687011,0.790200878552821,0.0032272007013169624
v_subj.c00c5c68db223d0f,0.017001743849779677,0.16499973592933836,-0.3180244015851024,-0.08966184636508634,0.019538413943845756,0.12703378886404457,0.34215028351582544,0.003322873586858846
v_subj.c79644ab153c0a48,0.1731624562912166,0.2092233700851904,-0.2399257185905041,0.03092816630944091,0.17100497279495833,0.3124186099586804,0.5848428004850855,0.004897496004359999
v_subj.ce134a9a9b3122a0,0.19169735265681243,0.18927674055430982,-0.16859883219168936,0.06125700500985132,0.19475363828666553,0.32048114434042874,0.5631784065147657,0.005901109106221559
v_subj.d335e83ad7f741bf,0.3925175116727612,0.19046971649187872,0.025451852832465205,0.2662031149782247,0.38705018230198274,0.5175103930533375,0.7719425037106709,0.0042938727324302785
v_subj.d794e2c3b9ab247f,-0.29139145056459637,0.2008945745622528,-0.6926955181413197,-0.42417956042147154,-0.2868789371295954,-0.15324725093283367,0.0834287079198548,0.004203701903793738
v_subj.e0da73d8b215a4e9,-0.27026685096909625,0.18016792687653718,-0.624888293938266,-0.3944257856256464,-0.2673972381321911,-0.1457273351713313,0.08138574982321356,0.00445567389836744
v_subj.e46f1f873f43128b,0.011258800974182793,0.1838225437654756,-0.35074047229289423,-0.11301067402836218,0.011069742664646026,0.13758098476469027,0.3608357778002955,0.003821763044497272
