participantsID,a(101),Ter(101),eta(101),z(101),sz(101),st(101),v(101),a(102),Ter(102),eta(102),z(102),sz(102),st(102),v(102),AICc(1),BIC(1),Chi(1),df
1bf86ff948486447,3.959411E-01,2.253983E-01,2E-01,7.838468E-02,1.781735E-01,3.387135E-01,-1.153602E-02,1.539563E-01,7.781974E-01,2E-01,1.185127E-02,6.928034E-02,3.387135E-01,2.527873E-01,1.515275E+03,1.546303E+03,4.100014E+06,11
1cb976bac3a2016b,3.075852E-01,9.326788E-01,2E-01,4.730434E-02,1.384134E-01,9.99186E-01,-5.319808E-03,1.354916E-01,1.287735E+00,2E-01,9.178987E-03,6.097122E-02,9.99186E-01,-7.719804E-02,4.171864E+02,4.482146E+02,8.105315E+03,11
1ffdcfc59b83c43a,2.80624E-01,5.470803E-01,2E-01,3.937491E-02,1.262808E-01,9.123934E-01,-1.781587E-02,2.046025E-01,2.156308E+00,2E-01,2.093109E-02,9.207112E-02,9.123934E-01,-2.39268E-02,4.700683E+02,5.010964E+02,2.480191E+02,11
414f1040212a659b,1.276535E-01,7.919669E-01,2E-01,8.147703E-03,5.744406E-02,4.913851E-01,-2.138625E-01,3.528296E-01,3E-01,2E-01,6.224437E-02,1.587733E-01,4.913851E-01,6.835085E-03,4.233312E+02,4.543594E+02,1.654218E+02,11
46099f8b742520b0,1.102792E-01,7.305724E-01,2E-01,6.080755E-03,4.962566E-02,7.482704E-01,-2.325868E-01,8.715922E-02,9.322507E-01,2E-01,3.798365E-03,3.922165E-02,7.482704E-01,-3.646262E-01,3.196151E+02,3.506432E+02,7.640514E+01,11
46fd6e0b3b5c1df3,1.746734E-01,5.647075E-01,2E-01,1.525539E-02,7.860301E-02,3.891184E-01,2.619009E-01,4.489715E-01,3E-01,2E-01,1.007877E-01,2.020372E-01,3.891184E-01,-5.371434E-03,2.389435E+03,2.420463E+03,5.104761E+06,11
4866612e834a9f5a,1.5863E-01,6.962456E-01,2E-01,1.258173E-02,7.138349E-02,4.483105E-01,-7.814985E-02,4.566683E-01,3E-01,2E-01,1.04273E-01,2.055007E-01,4.483105E-01,-5.280902E-03,6.826896E+02,7.137177E+02,2.572869E+04,11
6246f3d78ae6b481,3.772701E-01,3E-01,2E-01,7.116636E-02,1.697715E-01,3.579285E-01,-6.524055E-03,3.413113E-01,4.953967E-01,2E-01,5.82467E-02,1.535901E-01,3.579285E-01,7.065751E-03,4.889528E+02,5.199809E+02,2.198378E+02,11
6ac61d4f76c3add5,1.390322E-01,8.565259E-01,2E-01,9.664974E-03,6.256448E-02,9.043246E-01,-1.024949E-01,1.768752E-01,1.153084E+00,2E-01,1.564241E-02,7.959383E-02,9.043246E-01,2.20032E-01,8.939906E+02,9.250188E+02,9.147793E+03,11
6b1327cc38c17c20,1.309456E-01,1.17765E+00,2E-01,8.573369E-03,5.89255E-02,9.977119E-01,-9.026606E-02,1.63592E-01,1.039487E+00,2E-01,1.338118E-02,7.361642E-02,9.977119E-01,-5.773273E-02,4.097526E+02,4.407808E+02,1.571682E+02,11
6d04498f5bb2aefc,3.548231E-01,8.703294E-01,2E-01,6.294971E-02,1.596704E-01,5.266482E-01,1.16671E-02,4.766055E-01,3E-01,2E-01,1.135764E-01,2.144725E-01,5.266482E-01,2.418519E-02,3.349037E+02,3.659318E+02,7.628712E+01,11
6dcbb2d2c8c4d46a,1.266541E-01,8.782133E-01,2E-01,8.020631E-03,5.699435E-02,5.30196E-01,2.933687E-02,4.019366E-01,3E-01,2E-01,8.077651E-02,1.808715E-01,5.30196E-01,6.000002E-03,6.632562E+02,6.942844E+02,9.10565E+02,11
6df05dd94d8d774d,1.926748E-01,1.131276E+00,2E-01,1.856179E-02,8.670367E-02,8.275342E-01,-7.395927E-02,1.391776E-01,7.07689E-01,2E-01,9.685202E-03,6.262992E-02,8.275342E-01,-2.796298E-01,3.996134E+02,4.306415E+02,1.080125E+03,11
6e0c43d93a4a361e,1.207637E-01,9.344646E-01,2E-01,7.291939E-03,5.434368E-02,7.657761E-01,2.728296E-02,1.241803E-01,7.672601E-01,2E-01,7.710376E-03,5.588114E-02,7.657761E-01,3.942237E-02,8.341372E+02,8.651654E+02,1.517709E+03,11
6ece121c0867568c,2.990978E-01,1.758026E-01,2E-01,4.472974E-02,1.34594E-01,5.68132E-01,7.661079E-02,2.586045E-01,1.844222E+00,2E-01,3.343815E-02,1.16372E-01,5.68132E-01,-1.504931E-01,3.206895E+02,3.517177E+02,2.145658E+02,11
739442e141b9639a,2.210696E-01,5.681057E-01,2E-01,2.443589E-02,9.948133E-02,3.906476E-01,7.401715E-03,5.087982E-01,3E-01,2E-01,1.294378E-01,2.289592E-01,3.906476E-01,-1.573172E-03,5.865321E+02,6.175603E+02,2.163987E+02,11
865f30c3abd2af67,2.406939E-01,6.687757E-01,2E-01,2.896678E-02,1.083123E-01,1.629108E-01,6.798236E-03,3.564321E-01,1.268129E-02,2E-01,6.352192E-02,1.603944E-01,1.629108E-01,-4.498547E-03,7.100479E+02,7.410761E+02,9.459246E+03,11
88316d88dd9fdbf7,2.957747E-01,2.322524E+00,2E-01,4.374134E-02,1.330986E-01,8.851019E-01,1.987278E-02,6.082766E-01,3E-01,2E-01,1.850002E-01,2.737245E-01,8.851019E-01,1.315893E-03,3.145661E+02,3.455943E+02,9.980467E+01,11
a751959dd7084c7b,2.725723E-01,1.474126E+00,2E-01,3.714782E-02,1.226575E-01,2.099632E+00,3.002177E-02,2.096664E-01,3.191723E+00,2E-01,2.198E-02,9.434988E-02,2.099632E+00,-1.150218E-02,3.680268E+02,3.99055E+02,1.959306E+02,11
a7ef69324e55dcf3,2.642541E-01,1.122904E+00,2E-01,3.491513E-02,1.189144E-01,1.026466E+00,1.033107E-01,1.658116E-01,1.158132E+00,2E-01,1.374674E-02,7.46152E-02,1.026466E+00,1.946628E-02,4.89405E+02,5.204332E+02,8.896652E+02,11
ab652d1792ba579f,3.480343E-01,2.579922E+00,2E-01,6.056393E-02,1.566154E-01,1.765621E+00,5.94198E-02,1.826164E-01,1.34368E+00,2E-01,1.667437E-02,8.217737E-02,1.765621E+00,2.131145E-01,5.90131E+02,6.211591E+02,2.442933E+03,11
b8d6cea15a548aa9,2.048336E-01,7.022239E-01,2E-01,2.097841E-02,9.217513E-02,6.692934E-01,-1.009606E-01,3.806866E-01,7.850947E-01,2E-01,7.246114E-02,1.71309E-01,6.692934E-01,2.102588E-03,4.115233E+02,4.425515E+02,1.911351E+02,11
bc688588712e0329,1.83028E-01,1.850638E+00,2E-01,1.674963E-02,8.236261E-02,1.853143E+00,-4.470957E-02,1.674949E-01,2.267457E+00,2E-01,1.402727E-02,7.537272E-02,1.853143E+00,-3.435114E-02,2.95446E+02,3.264742E+02,1.429827E+02,11
bd2adbff911d558e,6.114348E-01,3E-01,2E-01,1.869262E-01,2.751456E-01,5.468745E-01,1.183967E-02,1.938417E-01,9.152767E-01,2E-01,1.87873E-02,8.722875E-02,5.468745E-01,2.007732E-01,5.476996E+02,5.787278E+02,1.834755E+03,11
c4ea8a11570e9599,1.563667E-01,9.361273E-01,2E-01,1.222527E-02,7.036501E-02,2.957756E-01,-7.559116E-02,3.575507E-01,1.155194E-01,2E-01,6.392123E-02,1.608978E-01,2.957756E-01,-6.744836E-03,5.484891E+02,5.795173E+02,9.342318E+03,11
c79644ab153c0a48,1.434595E-01,6.414852E-01,2E-01,1.029031E-02,6.455676E-02,7.59425E-01,-8.641402E-02,2.998159E-01,1.046126E+00,2E-01,4.494478E-02,1.349171E-01,7.59425E-01,2.669729E-03,5.793722E+02,6.104003E+02,2.117897E+03,11
c7ddb07dc740f9c1,3.867805E-01,5.86445E-01,2E-01,7.479957E-02,1.740512E-01,4.409589E-01,-1.519691E-02,3.683715E-01,3.934636E-01,2E-01,6.784879E-02,1.657672E-01,4.409589E-01,-1.328952E-02,4.436393E+02,4.746674E+02,1.709426E+02,11
c893ddb5f65f1a1c,1.030016E+00,7.404843E-01,2.106454E-02,5.304669E-01,2.173631E-01,6.851087E-02,8.541465E-03,1.07358E+00,6.758223E-01,3.714887E-02,5.762872E-01,2.323464E-01,6.851087E-02,5.546487E-04,2.220515E+02,2.530796E+02,1.48E-02,11
ce134a9a9b3122a0,1.690621E-01,3.888146E-01,2E-01,1.429099E-02,7.607793E-02,2.466772E-01,1.701636E-02,3.254375E-01,1.59357E-01,2E-01,5.295478E-02,1.464469E-01,2.466772E-01,-2.459542E-03,8.304294E+02,8.614575E+02,2.44173E+03,11
d2bdb6ae89eb8aca,2.651181E-01,1.187693E+00,2E-01,3.514379E-02,1.193031E-01,5.020962E-01,-1.561477E-02,5.467685E-01,3E-01,2E-01,1.494779E-01,2.460458E-01,5.020962E-01,-4.410679E-03,3.20493E+02,3.515212E+02,5.050481E+01,11
d335e83ad7f741bf,2.444069E-01,1.089947E+00,2E-01,2.986735E-02,1.099831E-01,1.191229E+00,-8.379242E-03,1.657389E-01,1.557228E+00,2E-01,1.373469E-02,7.458251E-02,1.191229E+00,7.636507E-02,4.931959E+02,5.24224E+02,4.863703E+02,11
d33cbb234efa4296,1.57243E-01,9.078805E-01,2E-01,1.236267E-02,7.075933E-02,5.435462E-01,2.909326E-01,1.292491E+00,3E-01,2E-01,8.352659E-01,5.816207E-01,5.435462E-01,2.497298E-03,3.431767E+03,3.462795E+03,6.116043E+20,11
d53b11bcaa0a2095,1.593182E-01,5.849815E-01,2E-01,1.269115E-02,7.169319E-02,3.982417E-01,2.87143E-01,5.959053E-01,3E-01,2E-01,1.775516E-01,2.681574E-01,3.982417E-01,2.69074E-03,2.438036E+03,2.469064E+03,5.191283E+06,11
d794e2c3b9ab247f,2.367077E-01,3.148776E-01,2E-01,2.801527E-02,1.065185E-01,2.766949E-01,-4.303069E-02,5.160754E-01,3E-01,2E-01,1.331669E-01,2.322339E-01,2.766949E-01,3.106962E-03,6.592296E+02,6.902578E+02,2.182069E+02,11
d9a79bcfee67b028,9.496314E-02,7.892102E-01,2E-01,4.508999E-03,4.273341E-02,4.901446E-01,3.469548E-02,4.57391E-01,3E-01,2E-01,1.046033E-01,2.05826E-01,4.901446E-01,1.749984E-03,7.311712E+02,7.621993E+02,1.18002E+03,11
dfbeb23c419b6979,3.967401E-01,4.208239E-01,2E-01,7.870135E-02,1.78533E-01,7.301066E-01,-5.161929E-03,1.117045E-01,1.201635E+00,2E-01,6.238951E-03,5.026704E-02,7.301066E-01,-1.133048E-01,3.465751E+02,3.776032E+02,9.753506E+01,11
e03130e76a547e00,1.407053E-01,5.20674E-01,2E-01,9.89899E-03,6.331738E-02,5.65883E-01,3.251271E-01,2.900425E-01,7.368438E-01,2E-01,4.206232E-02,1.305191E-01,5.65883E-01,-1.112849E-02,2.4281E+03,2.459128E+03,6.861076E+06,11
e0da73d8b215a4e9,1.591622E-01,9.900441E-01,2E-01,1.26663E-02,7.162297E-02,8.32817E-01,-7.074617E-02,1.780487E-01,8.606603E-01,2E-01,1.585067E-02,8.012192E-02,8.32817E-01,-3.725353E-02,4.680961E+02,4.991242E+02,1.511495E+02,11
e35e2512791cd931,3.144443E-01,3E-01,2E-01,4.943761E-02,1.414999E-01,9.759394E-01,2.302216E-02,4.149658E-01,3.170007E+00,2E-01,8.609833E-02,1.867346E-01,9.759394E-01,-7.778312E-03,4.685554E+02,4.995835E+02,9.134654E+01,11
e46f1f873f43128b,1.468578E-01,9.43098E-01,2E-01,1.078361E-02,6.608601E-02,9.004901E-01,-9.703325E-02,1.984084E-01,1.057991E+00,2E-01,1.968294E-02,8.928378E-02,9.004901E-01,1.96152E-01,5.693637E+02,6.003919E+02,7.021523E+02,11
e7d525b0fc295332,1.56099E-01,7.669006E-01,2E-01,1.218345E-02,7.024455E-02,5.588319E-01,2.930647E-01,3.036366E-01,4.74948E-01,2E-01,4.60976E-02,1.366365E-01,5.588319E-01,-1.612283E-02,2.462531E+03,2.493559E+03,8.330506E+06,11
e9ca70bcef834214,1.898732E-01,1.245736E+00,2E-01,1.802593E-02,8.544296E-02,3.833535E+01,-9.010171E-02,1.593352E-01,1.639706E+02,2E-01,1.269385E-02,7.170083E-02,3.833535E+01,-3.61103E-02,4.775513E+02,5.085794E+02,4.581492E+02,11
ec9403432374ee06,2.867199E-01,8.617987E-01,2E-01,4.110415E-02,1.29024E-01,1.079389E+00,-2.524829E-02,1.477349E-01,1.536844E+00,2E-01,1.091279E-02,6.648068E-02,1.079389E+00,7.802353E-02,5.07054E+02,5.380822E+02,5.714108E+02,11
ed3ee15cd6ecee51,1.525465E-01,1.217947E+00,2E-01,1.163522E-02,6.864594E-02,1.115528E+00,-8.12664E-02,1.544901E-01,1.261005E+00,2E-01,1.193359E-02,6.952053E-02,1.115528E+00,-3.724279E-02,3.909101E+02,4.219383E+02,1.560777E+02,11
efbc4b723940e000,2.316466E-01,1.475601E+00,2E-01,2.683009E-02,1.04241E-01,1.571517E+00,-4.625941E-02,1.780415E-01,2.016659E+00,2E-01,1.58494E-02,8.011869E-02,1.571517E+00,-2.277362E-02,3.012776E+02,3.323058E+02,9.181435E+01,11
efe8a903afdceede,1.509548E-01,1.097177E+00,2E-01,1.139368E-02,6.792967E-02,9.422561E-01,-8.607098E-02,2.304531E-01,9.967254E-01,2E-01,2.655432E-02,1.037039E-01,9.422561E-01,-1.759426E-02,3.554553E+02,3.864835E+02,1.370811E+02,11
f1de714332531aa5,4.690047E-01,3E-01,2E-01,1.099827E-01,2.110521E-01,5.395122E-01,7.367229E-02,1.139836E-01,8.989161E-01,2E-01,6.496135E-03,5.129264E-02,5.395122E-01,4.294899E-02,4.839739E+02,5.150021E+02,7.188688E+02,11
f205d1277e6ea6b4,1.241748E+00,4.964296E-01,3.1997E-02,7.709694E-01,1.915961E-01,3.754587E-01,8.880395E-03,1.343655E+00,3.594897E-01,1.309129E-01,9.027038E-01,1.715462E-01,3.754587E-01,-5.044048E-03,2.209163E+02,2.519445E+02,9.609184E+00,11
f39ae9088896b47f,3.061036E-01,9.552799E-01,2E-01,4.684971E-02,1.377466E-01,5.64876E-01,-9.398193E-03,5.190292E-01,3E-01,2E-01,1.346956E-01,2.335631E-01,5.64876E-01,-1.542162E-03,4.292603E+02,4.602884E+02,5.150155E+03,11
f98444c434d40f8b,1.675221E-01,7.46333E-01,2E-01,1.403183E-02,7.538495E-02,4.708499E-01,2.73081E-01,6.057522E-01,3E-01,2E-01,1.834679E-01,2.725885E-01,4.708499E-01,1.90289E-02,2.450333E+03,2.481361E+03,8.004258E+06,11
